domain,status,source,url,failure_reason
web50markets.de,not_found,,,homepage_unreachable
pedocs.de,not_found,,,no_privacy_links
ca7sets.de,not_found,,,homepage_unreachable
lookastic.fr,found,homepage_link,https://lookastic.fr/site/privacy-policy,
ca61pages.de,not_found,,,homepage_unreachable
ktimatologio.gr,not_found,,,no_privacy_links
extrahosting.cz,not_found,,,no_privacy_links
greenreport.it,found,homepage_link,https://www.greenreport.it/privacy-newsletter,
ca7cultures.de,not_found,,,homepage_unreachable
star50alongs.de,not_found,,,homepage_unreachable
pixartprinting.fr,found,homepage_link,https://www.pixartprinting.fr/cookie-policy/,
nettolohn.de,not_found,,,no_privacy_links
dyson.hu,found,homepage_link,https://www.dyson.hu/footer-secondary-links/terms-and-conditions-ugc,
immoprofessional.de,not_found,,,no_privacy_links
sport-thieme.de,not_found,,,no_privacy_links
kreis-unna.de,not_found,,,no_privacy_links
sosalarm.se,not_found,,,homepage_unreachable
mediafin.be,not_found,,,privacy_links_empty
jchost15.pl,not_found,,,homepage_unreachable
plk-sa.pl,not_found,,,no_privacy_links
leonardo-hotels.de,found,homepage_link,https://www.leonardo-hotels.de/privacy-notice-and-cookie-policy,
northfork.se,not_found,,,homepage_unreachable
cat.at,not_found,,,no_privacy_links
zee61weights.de,not_found,,,homepage_unreachable
zee7banks.de,not_found,,,homepage_unreachable
jula.pl,not_found,,,homepage_unreachable
willstequatschen.de,not_found,,,no_privacy_links
ca7passs.de,not_found,,,homepage_unreachable
id.nl,not_found,,,homepage_unreachable
cahosting.de,not_found,,,homepage_unreachable
quelleenergie.fr,not_found,,,homepage_unreachable
spielwaren-haertle.de,not_found,,,homepage_unreachable
lectura.de,not_found,,,homepage_unreachable
zee61withss.de,not_found,,,homepage_unreachable
eurobuch.de,not_found,,,no_privacy_links
foto-retzlaff.de,found,homepage_link,https://www.foto-retzlaff.de/privacy?l=en,
partenamut.be,not_found,,,no_privacy_links
waterford-news.ie,found,homepage_link,https://www.waterford-news.ie/wns-more/privacy-policy/,
momentdigital.fi,not_found,,,no_privacy_links
little-bird.de,found,common_path,https://www.little-bird.de/digitale-kindergarten-platz-anmeldung-software-oesterreich/,
tox.pl,not_found,,,no_privacy_links
ca7victims.de,not_found,,,homepage_unreachable
e2net.it,found,homepage_link,https://e2net.it/politica-della-privacy/,
arvid.ee,not_found,,,no_privacy_links
ca7views.de,not_found,,,homepage_unreachable
zee7whichs.de,not_found,,,homepage_unreachable
adaptivemedia.hu,not_found,,,no_privacy_links
uscreen.at,not_found,,,homepage_unreachable
riigikogu.ee,not_found,,,no_privacy_links
denkongeligesamling.dk,found,common_path,https://denkongeligesamling.dk/persondatapolitik/,
etam.es,found,common_path,https://www.etam.es/,
avant-int.nl,not_found,,,homepage_unreachable
teamnet.de,not_found,,,no_privacy_links
surfconext.nl,found,homepage_link,https://www.surf.nl/agenda/surf-security-en-privacy-conferentie,
webrahost.ro,not_found,,,no_privacy_links
zee7churchs.de,not_found,,,homepage_unreachable
khis.de,not_found,,,homepage_unreachable
deutschboard.de,found,common_path,http://www.deutschboard.de/,
astynomia.gr,not_found,,,homepage_unreachable
mp.cz,not_found,,,no_privacy_links
mydomain.ro,not_found,,,homepage_unreachable
auxologico.it,found,homepage_link,https://www.auxologico.it/privacy,
sh.se,found,common_path,https://www.sh.se/terms,
q-ns.de,not_found,,,no_privacy_links
crypto-pool.fr,not_found,,,no_privacy_links
iparts.fi,not_found,,,no_privacy_links
breda.nl,found,homepage_link,https://www.breda.nl/privacyverklaringen,
autojerry.fi,found,homepage_link,https://autojerry.fi/kayttoehdot/,
zee7hands.de,not_found,,,homepage_unreachable
galwaybeo.ie,found,homepage_link,https://www.galwaybeo.ie/privacy-notice/,
fsitaliane.it,not_found,,,no_privacy_links
elka.pl,found,common_path,https://elka.pl/,
weertdegekste.nl,found,common_path,https://www.weertdegekste.nl/privacy-statement/,
top-hoster.de,not_found,,,homepage_unreachable
alditalk-kundenbetreuung.de,found,common_path,https://login.alditalk-kundenbetreuung.de/signin/XUI/?goto=https://login.alditalk-kundenbetreuung.de/signin/oauth2/authorize?acr_values%3Dpassword%26ui_locales%3Dde%26response_type%3Dcode%26redirect_uri%3Dhttps://www.alditalk-kundenbetreuung.de/openid/response%26client_id%3DU-567-b2p_portal%26nonce%3Dc2c8bb7456831337214ac922601bbd2c%26state%3Df205fa6f7434399df1d84f6a1c3e6c49%26scope%3Dportal_care_profile%2520multi_login%2520u-672:consent:r%2520u-672:consent:c%2520u-672:consent:u%2520u-672:profile:r%2520openid%26code_challenge%3DTvB8UwmK2azRB2LaD6FxJiBHVkq9I6iwsHMUchaOtr4%26code_challenge_method%3DS256%26acr%3Dpassword%26acr_sig%3Dzd4BN1xaCptD0qVEAwqTaIgDqp95imYqhz8HS-3QyQE&realm=/alditalk&service=Login&locale=de,
adidas.hr,not_found,,,homepage_unreachable
myshopradio.de,not_found,,,no_privacy_links
intersport.se,found,homepage_link,https://www.intersport.se/kundservice/vid-kop-pa-intersportse/cookie-policy,
zee33betweens.de,not_found,,,homepage_unreachable
musette.ro,not_found,,,no_privacy_links
mycaelis.fr,not_found,,,homepage_unreachable
conventus.dk,not_found,,,homepage_unreachable
zee61throughs.de,not_found,,,homepage_unreachable
pixel-hosting.nl,found,homepage_link,https://pixelcreation.nl/privacybeleid/,
republica.ro,not_found,,,no_privacy_links
ekomax.sk,not_found,,,no_privacy_links
cns.fr,not_found,,,homepage_unreachable
sss.fi,not_found,,,no_privacy_links
dolnyslask.pl,not_found,,,no_privacy_links
laroche-posay.es,not_found,,,privacy_links_empty
agatha.fr,found,common_path,https://www.agatha.fr/fr_FR,
casan.ro,not_found,,,homepage_unreachable
medicare.pl,found,common_path,https://www.medicare.pl,
moonsault.de,found,homepage_link,https://www.moonsault.de/?cmpscreen=1,
migri.fi,not_found,,,homepage_unreachable
garnelio.de,found,common_path,https://www.garnelio.de/en/privacy,
ca7rates.de,not_found,,,homepage_unreachable
ecofis.de,not_found,,,no_privacy_links
museum-joanneum.at,not_found,,,no_privacy_links
quellogiusto.it,found,common_path,https://www.quellogiusto.it/pages/privacy-policy,
unser-ferienprogramm.de,found,common_path,https://www.unser-ferienprogramm.de/index.php,
aspx.gr,found,common_path,https://www.aspx.gr/terms,
smartphoto.be,not_found,,,no_privacy_links
unipo.sk,not_found,,,no_privacy_links
salepepe.it,not_found,,,no_privacy_links
klubfitness.pl,not_found,,,no_privacy_links
elive.ie,found,homepage_link,https://www.elive.net/privacy-policy/,
m1ns.be,found,homepage_link,https://docs.misaka.io/legal/privacy,
star50bests.de,not_found,,,homepage_unreachable
vegas.hu,found,common_path,https://vegas.hu/privacy,
autodoc.cz,not_found,,,homepage_unreachable
chietitoday.it,not_found,,,no_privacy_links
nadmorski24.pl,not_found,,,no_privacy_links
zee7fishs.de,not_found,,,homepage_unreachable
dynxs.de,found,common_path,https://www.dynaccess.de/privacy,
perf-adv.de,not_found,,,homepage_unreachable
drogerienatura.pl,not_found,,,no_privacy_links
pionier.net.pl,not_found,,,no_privacy_links
bitzer.de,not_found,,,homepage_unreachable
lichtblick.de,not_found,,,no_privacy_links
named24.de,not_found,,,no_privacy_links
nosdeputes.fr,not_found,,,no_privacy_links
myheritage.it,found,homepage_link,https://www.myheritage.it/privacy-policy,
ac-limoges.fr,not_found,,,homepage_unreachable
muziekschatten.nl,found,homepage_link,https://www.muziekschatten.nl/page/403/privacy,
clovekvtisni.cz,not_found,,,no_privacy_links
reiner-sct.de,not_found,,,no_privacy_links
ttg.at,not_found,,,no_privacy_links
kiv-host.de,not_found,,,homepage_unreachable
salernonotizie.it,found,common_path,https://www.salernonotizie.it/2018/12/14/privacy-altri-guai-in-vista-per-facebook-svelate-7-milioni-di-foto-private/,
biallo.de,not_found,,,no_privacy_links
travail.gouv.fr,found,common_path,https://travail.gouv.fr/privacy,
ein-herz-fuer-kinder.de,not_found,,,homepage_unreachable
tuttobiciweb.it,found,common_path,https://www.tuttobiciweb.it/privacy,
interior.gob.es,not_found,,,homepage_unreachable
press.pl,not_found,,,no_privacy_links
rapidehosting.nl,not_found,,,homepage_unreachable
zee61factors.de,not_found,,,homepage_unreachable
pvda.nl,found,common_path,https://www.pvda.nl/privacybeleid/,
moi.gov.cy,not_found,,,homepage_unreachable
ico.es,found,homepage_link,https://www.ico.es/aviso_legal,
airport-nuernberg.de,found,common_path,https://www.airport-nuernberg.de/privacy,
toners.bg,not_found,,,homepage_unreachable
bike24.es,not_found,,,homepage_unreachable
zee33puts.de,not_found,,,homepage_unreachable
soluno.se,found,homepage_link,https://www.dstny.se/privacypolicy,
her.ie,found,homepage_link,https://www.her.ie/privacy-policy,
lapostemobile.fr,not_found,,,no_privacy_links
brillux.de,not_found,,,no_privacy_links
sr-mediathek.de,not_found,,,no_privacy_links
bvb-forum.de,not_found,,,no_privacy_links
saint-etienne.fr,not_found,,,no_privacy_links
wyniki.pl,found,homepage_link,https://www.wyniki.pl/privacy-policy/,
smk.dk,not_found,,,no_privacy_links
bestwestern.fr,not_found,,,homepage_unreachable
vaielettrico.it,found,homepage_link,https://www.vaielettrico.it/policy-privacy/,
hmrv.de,found,common_path,https://www.hmrv.de/en/privacy,
avis.de,found,common_path,https://www.avisautonoleggio.it/termini-e-condizioni-di-noleggio/privacy-policy,
ic-components.fr,found,homepage_link,https://www.ic-components.fr/policies/Quality-Policy.jsp,
nanabianca.it,not_found,,,no_privacy_links
zee7modelss.de,not_found,,,homepage_unreachable
adito.de,found,common_path,https://www.adito.de/en/privacy-policy,
zee7centers.de,not_found,,,homepage_unreachable
policenet.gr,not_found,,,no_privacy_links
biznes-polska.pl,not_found,,,no_privacy_links
ainet.at,found,common_path,https://www.ainet.at/privacy-policy/,
home24.at,not_found,,,homepage_unreachable
nextserver.hu,not_found,,,homepage_unreachable
landmetzger-schiessl.de,not_found,,,no_privacy_links
savemoney.es,not_found,,,homepage_unreachable
ca61songs.de,not_found,,,homepage_unreachable
mad.gr,found,homepage_link,https://www.mad.gr/privacy-policy/,
logpay.de,not_found,,,no_privacy_links
ca7points.de,not_found,,,homepage_unreachable
zee7taxs.de,not_found,,,homepage_unreachable
asko-nabytek.cz,not_found,,,no_privacy_links
airbank.cz,not_found,,,no_privacy_links
yupiii.gr,found,homepage_link,https://www.yupiii.gr/custom/terms-of-use,
myself.de,not_found,,,no_privacy_links
chaterz.nl,not_found,,,no_privacy_links
register.es,found,homepage_link,https://axarnet.es/legal/aviso-legal,
dronpro.cz,not_found,,,homepage_unreachable
groenlinks.nl,found,homepage_link,https://groenlinks.nl/privacy,
sectoor.de,not_found,,,homepage_unreachable
dgn.lt,not_found,,,homepage_unreachable
ikea.com.cy,not_found,,,homepage_unreachable
gondal.de,found,common_path,http://www.gondal.de/,
abda.de,not_found,,,no_privacy_links
sledujteto.cz,not_found,,,no_privacy_links
hdinternet.cz,not_found,,,no_privacy_links
zee33peoples.de,not_found,,,homepage_unreachable
artelecom.pt,not_found,,,no_privacy_links
footlocker.de,found,homepage_link,https://www.footlocker.de/de/privacy.html,
wasserburger-stimme.de,not_found,,,no_privacy_links
biano.sk,not_found,,,no_privacy_links
duf.de,not_found,,,no_privacy_links
handelsangebote.de,not_found,,,no_privacy_links
sflix.fi,not_found,,,no_privacy_links
star50behaviors.de,not_found,,,homepage_unreachable
zee33ands.de,not_found,,,homepage_unreachable
zee61forces.de,not_found,,,homepage_unreachable
spacehost.ro,not_found,,,no_privacy_links
1000eyes.de,not_found,,,no_privacy_links
unipegaso.it,found,homepage_link,https://www.unipegaso.it/privacy,
beginthier.nl,found,homepage_link,https://beginthier.nl/privacy.php,
derpatriot.de,not_found,,,no_privacy_links
circus-casino.be,not_found,,,homepage_unreachable
breker.de,not_found,,,no_privacy_links
mirovinsko.hr,found,common_path,https://www.mirovinsko.hr/privacy,
svet-svitidel.cz,not_found,,,no_privacy_links
clickskeks.at,not_found,,,no_privacy_links
sage.de,not_found,,,homepage_unreachable
mateusz.pl,found,common_path,https://mateusz.pl/,
merian.de,not_found,,,no_privacy_links
kissfm.ro,found,common_path,https://www.kissfm.ro/privacy,
start3000.nl,not_found,,,no_privacy_links
pcom.de,not_found,,,no_privacy_links
golem.es,found,homepage_link,https://golem.es/golemv9/avisolegal.php,
zee33aways.de,not_found,,,homepage_unreachable
laliga.es,found,homepage_link,https://www.laliga.com/en-JO/legal/politica-privacidad,
website61factors.de,not_found,,,homepage_unreachable
apothema.gr,not_found,,,no_privacy_links
tehnomix.bg,not_found,,,homepage_unreachable
eduroamers.nl,not_found,,,homepage_unreachable
edmontonoilers.cz,found,homepage_link,https://edmontonoilers.cz/privacy-policy/,
whz.de,not_found,,,no_privacy_links
kabelshop.nl,found,homepage_link,https://www.kabelshop.nl/page/privacy.html,
wrotapodlasia.pl,not_found,,,homepage_unreachable
primabergamo.it,found,common_path,https://www.iubenda.com/privacy-policy/37686773,
vebeg.de,not_found,,,no_privacy_links
nocnsf.nl,found,homepage_link,https://www.nocnsf.nl/privacy-bij-nocnsf,
abelssoft.de,found,homepage_link,https://www.abelssoft.de/en/windows/security-privacy/gclean,
inha.fr,not_found,,,no_privacy_links
home24.nl,not_found,,,homepage_unreachable
it.pt,not_found,,,privacy_links_empty
unipmn.it,not_found,,,homepage_unreachable
dewezet.de,not_found,,,homepage_unreachable
denx.de,not_found,,,no_privacy_links
zee61befores.de,not_found,,,homepage_unreachable
gealan.de,found,homepage_link,https://www.gealan.de/hu/jogi-informaciok,
zee61firstss.de,not_found,,,homepage_unreachable
inwind.it,not_found,,,no_privacy_links
mulinobianco.it,not_found,,,homepage_unreachable
aero.de,not_found,,,no_privacy_links
printcom.fi,found,common_path,https://www.fraidei.fi/,
jdsports.pt,not_found,,,homepage_unreachable
zgo.at,not_found,,,no_privacy_links
zee33onlys.de,not_found,,,homepage_unreachable
voyagespirates.fr,found,homepage_link,https://www.voyagespirates.fr/legal/declaration-de-confidentialite,
rayo.pt,not_found,,,no_privacy_links
website61executives.de,not_found,,,homepage_unreachable
zee7explains.de,not_found,,,homepage_unreachable
mkg-hamburg.de,found,common_path,https://www.mkg-hamburg.de/en/privacy,
zee7realitys.de,not_found,,,homepage_unreachable
icecat.de,not_found,,,no_privacy_links
acp-domains.de,not_found,,,homepage_unreachable
tsn.at,not_found,,,no_privacy_links
ca7shes.de,not_found,,,homepage_unreachable
squarepencil.de,not_found,,,homepage_unreachable
fsiblog.nl,not_found,,,homepage_unreachable
oneaxa.pl,not_found,,,no_privacy_links
musee-moyenage.fr,found,common_path,https://www.musee-moyenage.fr/en/,
air-bavarian-cam.de,found,common_path,http://www.air-bavarian-cam.de,
drbna.cz,not_found,,,no_privacy_links
vanbredacarfinance.be,not_found,,,no_privacy_links
uniklinik-duesseldorf.de,found,common_path,https://www.uniklinik-duesseldorf.de/index.php,
slgr.gr,found,homepage_link,https://www.slgr.gr/el/privacy-policy/,
trhknih.cz,not_found,,,no_privacy_links
hs-el.de,not_found,,,homepage_unreachable
pcom.fi,not_found,,,homepage_unreachable
hays.de,found,common_path,https://www.hays.de/datenschutz,
cashper.de,not_found,,,homepage_unreachable
group.lt,found,common_path,https://group.lt/legal/privacy,
flixtrain.de,not_found,,,no_privacy_links
gyldendal.dk,not_found,,,no_privacy_links
eurocampings.de,not_found,,,homepage_unreachable
nanu-nana.de,not_found,,,no_privacy_links
konzolvilag.hu,not_found,,,no_privacy_links
denotenshop.nl,found,homepage_link,https://www.denotenshop.nl/privacy,
lecanardenchaine.fr,not_found,,,no_privacy_links
rthess.gr,not_found,,,no_privacy_links
asmc.de,found,homepage_link,https://www.asmc.de/policies/privacy-policy,
szoljon.hu,not_found,,,homepage_unreachable
impecta.se,found,homepage_link,https://www.impecta.se/sv/gdpr-sa-behandlar-vi-dina-kunduppgifter,
aarhus.dk,not_found,,,no_privacy_links
grz.at,not_found,,,no_privacy_links
blinde-kuh.de,found,common_path,https://blinde-kuh.de/index.html,
umfst.ro,not_found,,,no_privacy_links
kicks.fi,not_found,,,no_privacy_links
kiss.cz,found,common_path,https://www.kiss.cz/privacy/,
uniklinikum-leipzig.de,not_found,,,no_privacy_links
odav.de,not_found,,,no_privacy_links
yahoo.es,not_found,,,homepage_unreachable
mozarteum.at,found,common_path,https://mozarteum.at/en/privacy-policy,
thekingsworld.de,not_found,,,no_privacy_links
touringclub.it,found,homepage_link,https://www.touringclub.it/privacy,
popidns.de,not_found,,,homepage_unreachable
facebook.pl,found,common_path,https://pl-pl.facebook.com/login.php?next=https://pl-pl.facebook.com/privacy,
301-moved.de,not_found,,,homepage_unreachable
zee61hards.de,not_found,,,homepage_unreachable
gazzettadimantova.it,not_found,,,no_privacy_links
iluvo.de,not_found,,,no_privacy_links
fastlink.lt,found,common_path,https://www.fastlink.lt/lt/,
p-s-p.de,not_found,,,no_privacy_links
zee33allows.de,not_found,,,homepage_unreachable
radnik.pl,not_found,,,homepage_unreachable
bayernlb.de,not_found,,,no_privacy_links
alphacron.de,not_found,,,no_privacy_links
wisniowski.pl,not_found,,,homepage_unreachable
alphaspel.se,not_found,,,no_privacy_links
moncvparfait.fr,not_found,,,homepage_unreachable
heraklion.gr,found,homepage_link,https://www.heraklion.gr/static/terms-of-use.html,
lupp.de,not_found,,,no_privacy_links
vareni.cz,not_found,,,no_privacy_links
usemaxserver.de,not_found,,,no_privacy_links
zee7republicans.de,not_found,,,homepage_unreachable
zee61reallysss.de,not_found,,,homepage_unreachable
schule.at,not_found,,,homepage_unreachable
website61fails.de,not_found,,,homepage_unreachable
govdata.de,not_found,,,homepage_unreachable
answear.cz,not_found,,,homepage_unreachable
mdwx.be,not_found,,,no_privacy_links
univ-smb.fr,not_found,,,no_privacy_links
vanharen.nl,found,homepage_link,https://www.vanharen.nl/nl-nl/privacypolicy,
valkexclusief.nl,not_found,,,homepage_unreachable
blogspot.com.ee,not_found,,,homepage_unreachable
arcadiaportal.gr,not_found,,,no_privacy_links
motoruf.de,found,common_path,https://www.motoruf.com/n/en.html,
quiztimes.nl,found,common_path,https://quiztimes.nl/privacy,
sagaflor.de,not_found,,,no_privacy_links
varonis.it,not_found,,,homepage_unreachable
elesen.lt,found,common_path,https://www.elesen.lt/en/privacy-policy,
immobilo.de,not_found,,,no_privacy_links
aboutyou.fi,not_found,,,homepage_unreachable
fresenius.de,not_found,,,homepage_unreachable
zee7authorss.de,not_found,,,homepage_unreachable
openbank.de,not_found,,,no_privacy_links
uhk.cz,found,common_path,https://www.uhk.cz/en/privacy-policy,
emp-online.es,found,homepage_link,https://www.emp-online.es/imprint/imprint.html/,
zee61fingers.de,not_found,,,homepage_unreachable
cadastre.bg,not_found,,,no_privacy_links
radiogold.it,found,common_path,https://radiogold.it/,
berlin-brandenburg.de,not_found,,,no_privacy_links
policie.cz,not_found,,,no_privacy_links
ta.co.at,found,common_path,https://www.ta.co.at/,
yourfirm.de,not_found,,,homepage_unreachable
benufarma.it,found,homepage_link,https://www.benufarma.it/lp/informativa-privacy,
gadmail.de,not_found,,,homepage_unreachable
uvm.dk,not_found,,,no_privacy_links
bitfarm.hu,found,common_path,https://lvservices.hu/,
bkom.it,not_found,,,homepage_unreachable
globenergia.pl,found,common_path,https://globenergia.pl/video/legalna-sprzedaz-pradu-z-magazynu-energii-pellet-krolem-sezonu-darmowy-prad-dla-pomp-ciepla/,
vidaxl.bg,found,homepage_link,https://www.vidaxl.bg/privacy-and-cookie-statement,
vivantes.de,not_found,,,no_privacy_links
kdo.de,not_found,,,no_privacy_links
s-web.de,not_found,,,homepage_unreachable
aldi.hu,found,homepage_link,https://www.aldi.hu/hu/customer-services/privacy-policy.html,
etailercdn.de,not_found,,,homepage_unreachable
selfnet.at,not_found,,,no_privacy_links
mijnwebwinkel.nl,found,homepage_link,https://www.mijnwebwinkel.nl/privacy-policy,
enac.gov.it,found,homepage_link,https://www.enac.gov.it/privacy-policy/,
gezondheidsnet.nl,not_found,,,homepage_unreachable
skiresort.de,found,common_path,https://www.skiresort.de/,
zee7betweens.de,not_found,,,homepage_unreachable
tecnocasa.es,found,homepage_link,https://www.tecnocasa.es/privacy/cookies.html,
mammamuntetiem.lv,not_found,,,no_privacy_links
hunkemoller.de,not_found,,,homepage_unreachable
ifauna.cz,not_found,,,no_privacy_links
zee33churchs.de,not_found,,,homepage_unreachable
ca7wells.de,not_found,,,homepage_unreachable
mooinzen.de,not_found,,,no_privacy_links
ms.ro,not_found,,,no_privacy_links
pasts.lv,found,common_path,https://pasts.lv/en/privacy-policy,
ca7authors.de,not_found,,,homepage_unreachable
polizei.de,not_found,,,homepage_unreachable
kasuwa.de,not_found,,,no_privacy_links
properstar.pt,not_found,,,homepage_unreachable
ses.es,not_found,,,homepage_unreachable
zee7happys.de,not_found,,,homepage_unreachable
bpgroup.lv,found,homepage_link,https://bpgroup.lv/privacy,
esmcastilho.pt,not_found,,,homepage_unreachable
tsakirismallas.gr,not_found,,,homepage_unreachable
vr.de,not_found,,,no_privacy_links
meh.es,not_found,,,homepage_unreachable
zee7shes.de,not_found,,,homepage_unreachable
kleineskraftwerk.de,not_found,,,no_privacy_links
o12.pl,found,homepage_link,https://www.netart.com/pl/whois-privacy/,
dyrenesbeskyttelse.dk,found,common_path,https://www.dyrenesbeskyttelse.dk/en,
mywellness.de,not_found,,,no_privacy_links
pfandhaus-schumachers.de,not_found,,,homepage_unreachable
book-family.de,not_found,,,homepage_unreachable
drenthe.nl,not_found,,,no_privacy_links
billigfluege.de,found,common_path,https://go.billigfluege.de/,
ext-dc.de,not_found,,,homepage_unreachable
lemu.dk,not_found,,,homepage_unreachable
ernstings-family.at,not_found,,,homepage_unreachable
zee7avoidss.de,not_found,,,homepage_unreachable
mfkskalica.sk,not_found,,,no_privacy_links
msf.es,found,common_path,https://www.msf.es/,
webalice.it,not_found,,,homepage_unreachable
metromode.se,found,common_path,https://metromode.se/noje/legally-blonde-blir-tv-serie/,
rootsireland.ie,found,homepage_link,https://www.rootsireland.ie/cookies/,
menbur.pt,not_found,,,no_privacy_links
rulez.sk,not_found,,,no_privacy_links
zee61pays.de,not_found,,,homepage_unreachable
mocdns.nl,not_found,,,no_privacy_links
geoportal-krajowy.pl,found,common_path,https://geoportal-krajowy.pl,
ac-guadeloupe.fr,not_found,,,homepage_unreachable
skat-apps.de,not_found,,,no_privacy_links
extrememicro.es,found,homepage_link,https://extrememicro.es/aviso-legal,
aromes-et-liquides.fr,not_found,,,no_privacy_links
thinklabideathon.de,not_found,,,no_privacy_links
militaire.gr,not_found,,,no_privacy_links
zee7ass.de,not_found,,,homepage_unreachable
ca7uss.de,not_found,,,homepage_unreachable
etrias.nl,not_found,,,no_privacy_links
yesmilano.it,not_found,,,homepage_unreachable
zee7factors.de,not_found,,,homepage_unreachable
zdrofit.pl,not_found,,,homepage_unreachable
hus.fi,not_found,,,no_privacy_links
momox.de,not_found,,,homepage_unreachable
klassenarbeiten.de,not_found,,,no_privacy_links
dh.hu,not_found,,,no_privacy_links
chemnitz.de,found,common_path,https://www.chemnitz.de/en/privacy,
jcted.cz,found,common_path,https://www.jcted.cz/legalni-graffiti-u-autobusoveho-nadrazi-v-pisku-se-libi-mesto-uz-premysli-kde-necha-udelat-dalsi/,
giga-video.de,not_found,,,homepage_unreachable
pharmacien.fr,not_found,,,homepage_unreachable
zee61whens.de,not_found,,,homepage_unreachable
daparto.de,not_found,,,homepage_unreachable
kithost.at,found,homepage_link,https://hotelkit.net/legal/privacy-policy/,
cik.bg,not_found,,,homepage_unreachable
sorbonne-nouvelle.fr,not_found,,,no_privacy_links
unimarconi.it,found,homepage_link,https://www.unimarconi.it/privacy-policy/,
trucks.nl,found,common_path,https://www.trucks.nl/privacy,
issp.at,not_found,,,no_privacy_links
zee61hitss.de,not_found,,,homepage_unreachable
zee61quicklys.de,not_found,,,homepage_unreachable
computel-standby.nl,not_found,,,no_privacy_links
whirlwind.nl,found,homepage_link,https://www.whirlwind.nl/privacy,
oldenburg.de,not_found,,,no_privacy_links
profiwebspace.at,not_found,,,homepage_unreachable
zee61yets.de,not_found,,,homepage_unreachable
netkert.hu,not_found,,,no_privacy_links
vend.fi,found,homepage_link,https://vend.com/privacy,
zee7describes.de,not_found,,,homepage_unreachable
zee61drives.de,not_found,,,homepage_unreachable
mad.es,found,homepage_link,https://mad.es/informacion/aviso-legal,
lapiazzaweb.it,found,homepage_link,https://www.lapiazzaweb.it/sezioni/1336/privacy-policy,
inmemoriam.be,not_found,,,privacy_links_empty
zee7bests.de,not_found,,,homepage_unreachable
hs-weingarten.de,not_found,,,no_privacy_links
tus.ie,found,homepage_link,https://tus.ie/privacy/,
zee7puts.de,not_found,,,homepage_unreachable
izly.fr,not_found,,,no_privacy_links
airlinetickets.de,not_found,,,no_privacy_links
zee7evidences.de,not_found,,,homepage_unreachable
direktdomains.de,found,homepage_link,https://www.direkt-domains.de/angebot/legal-domain.html,
weltfussball.at,not_found,,,homepage_unreachable
ministeriopublico.pt,not_found,,,homepage_unreachable
alojzynawrat.pl,found,common_path,https://alojzynawrat.pl/privacy,
f2x.nl,not_found,,,homepage_unreachable
zee61imagines.de,not_found,,,homepage_unreachable
rijeka.hr,found,common_path,https://www.rijeka.hr/,
e-tar.lt,not_found,,,homepage_unreachable
emsnet.de,not_found,,,no_privacy_links
valdoise.fr,found,common_path,https://www.valdoise.fr/shield?u=/privacy,
marionnaud.at,not_found,,,homepage_unreachable
playtech.ro,not_found,,,homepage_unreachable
gesundheitskasse.at,not_found,,,no_privacy_links
autogarage.bg,not_found,,,homepage_unreachable
zee7parentss.de,not_found,,,homepage_unreachable
zvl-hosting.nl,not_found,,,no_privacy_links
vis-express.fr,not_found,,,no_privacy_links
ca33naturals.de,not_found,,,homepage_unreachable
ca7improvess.de,not_found,,,homepage_unreachable
vsp.fi,not_found,,,no_privacy_links
mep24web.de,not_found,,,no_privacy_links
atac-atletiek.be,not_found,,,no_privacy_links
webdigital.hu,found,common_path,https://webdigital.hu/,
dzieje.pl,not_found,,,no_privacy_links
kenamobile.it,found,homepage_link,https://www.kenamobile.it/chi-siamo/per-i-consumatori/privacy/,
scm-shop.de,not_found,,,no_privacy_links
utp.edu.pl,not_found,,,no_privacy_links
mylomza.pl,not_found,,,homepage_unreachable
lijstje.nl,not_found,,,homepage_unreachable
ca7churchs.de,not_found,,,homepage_unreachable
jpgames.de,not_found,,,no_privacy_links
iclicks.nl,found,homepage_link,https://www.iclicks.nl/privacy-en-cookieverklaring,
uibm.gov.it,not_found,,,no_privacy_links
interpolis.nl,found,homepage_link,https://www.interpolis.nl/privacy-statement,
awsdns-eusc-07.fr,not_found,,,homepage_unreachable
tarifcheck-6-monate-kredit.de,not_found,,,homepage_unreachable
zee7groundss.de,not_found,,,homepage_unreachable
icecat.pl,not_found,,,no_privacy_links
travelguide.sk,found,common_path,https://www.travelguide.sk,
telefonspion.de,found,common_path,https://www.telefonspion.de/privacy,
anextour.com.pl,not_found,,,no_privacy_links
prawo-jazdy-wyszkow.pl,found,common_path,https://prawo-jazdy-wyszkow.pl/legalne-prawo-jazdy-bez-egzaminu-2021/,
afm-telethon.fr,not_found,,,no_privacy_links
sportlive.bg,not_found,,,no_privacy_links
telebit.hr,not_found,,,privacy_links_empty
dulist.hr,found,common_path,https://dulist.hr,
fondsfinanz.de,not_found,,,no_privacy_links
bladna.nl,not_found,,,no_privacy_links
ikt-portal.at,found,common_path,https://ikt-portal.at/privacy,
bitservice.it,found,homepage_link,https://www.bitservice.it/privacy/,
emp.fi,found,homepage_link,https://www.emp.fi/terms-waste.html/,
r-kom.de,not_found,,,no_privacy_links
mykosmos.gr,not_found,,,no_privacy_links
lpp.si,not_found,,,no_privacy_links
rutgerbakt.nl,found,common_path,https://rutgerbakt.nl/en/privacy-policy/,
